,name,price,image_url,description,size,brand,rating,review
325,Velvex Dishwashing Liquid Original 5 Litres,KSh 600,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/443476/1.jpg?0365,Brand: VelvexHas a highly foaming mixtureUsed for degreasing kitchen appliances fast and easily Prevents glasses from foggingAn effective stain buster5x more grease cleaning power50% less scrubbing,,Velvex,4.3 out of 5,Please improve on the quality and the perfume is just too strong for dishwashing. | A little goes a long way ????
326,Taco Oven Cleaner - 500ml,KSh 355,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/09/951044/1.jpg?8129,"Brand: TacoType: Oven cleanerCleans, shines and makes the oven sparkleIt helps loosen stubborn stains, making it easy to scrub away thus restoring the original shine.Capacity: 500ml",,Taco,4.7 out of 5,I tried it on my cooker top hoping it would get rid of the stains since it's a silver top but I couldn't see any difference  | So far so good wil review when I use it | Cleaned my oven perfectly
327,Cerrazo Cleaner (Ceramic & Terrazo) - 5Litres,"KSh 1,200",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/061044/1.jpg?3708,"Brand: Cerrazo Type: Stain RemoverA special product for clearing both ceramic, terrazo and marble floors either newly laid or an old one whose shine has been dimmed by scum/soiling. When properly applied cerrazo cleaner will help restore the floor to the original shine. Cerrazo cleaner could be used on all ceramic & terrazzo floors in homes, hospitals & public places.Capacity: 5Litres",,Cerrazo,4 out of 5,
328,Dawn Pekee Poa Toilet Paper 40 Rolls Wrapped,KSh 800,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/754097/1.jpg?2013,Brand: Dawn 2 ply tissue paperMade from 100% specially selected recycled paperBale count: 40 rolls individually wrapped Approx. 100 sheets on each rollCost effective,,Dawn,4.3 out of 5,"Value for money 
800ksh for 40"
329,Velvex Barrel Centre Pull Paper Towel Maxi 6s,"KSh 5,513",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/8709/1.jpg?4424,Brand: Velvex2 ply premium paper towelsMade from 100% virgin pulpPack count: 6 rollsEach roll is approx. 300 metersStrong with an extra soft feelAll-purpose paper towels Cost effective compared to cloth towels or electric dryersHighly absorbentCompatible with Velvex centre pull barrel dispenser,,Velvex,4.5 out of 5,
330,Velvex Toilet Paper White 10 Pack Unwrapped,KSh 459,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/16/7812/1.jpg?6653,Brand: Velvex 2 ply premium tissue paperMade from 100% virgin pulpPack count: 10 rollsApprox. 200 sheets on each rollSheet size: 100mm X 125mmStrong with an extra soft feelLaminated technologyHighly absorbent,,Velvex,4.7 out of 5,Not the quality I expected | Extra soft and 3ply | Dont know if it's me but I have bought velvex tissue for years but I feel like the quality has changed
331,Rosy Toilet Paper White 10 Pack Unwrapped,KSh 269,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/07/7812/1.jpg?6705,Brand: Rosy2 ply tissue paperMade from 100% quality recycled paperPack count: 10 rolls Approx. 200 sheets on each rollExtra strong and extra absorbent,,Rosy,4.3 out of 5,"Not bad for the price | I ordered for Rosy tissues 2 packets of 10pieces each and I got pekee tissues instead.
Pekee is very cheap quality and bad tissues this is just being conned and it's not good at all.
To even think have ordered so many things from you guys never again. And your customer service number I can't get any help.
Stealing from your clients is not good. | Not bad for that price range and  serves it's purpose"
332,Velvex Disinfectant Coloured Toilet Balls 5 Pcs,KSh 165,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/7812/1.jpg?3705,Brand: VelvexPack count: 5 coloured urinal moth ballsDisinfects urinals and eliminates bad odoursCost effectiveWater soluble to prevent blockagesProvides a pleasant and long lasting fragrance,,Velvex,4.2 out of 5,Does wonders to my toilet.Kudos | Great Products | For toilet use and nice smell
333,Velvex White Standard Serviettes 100 Sheets,KSh 140,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/21/187222/1.jpg?4062,Brand: Velvex 1 ply premium productMade from 100% virgin pulpPack count: approx. 100 sheets Sheet size is 305mm X 305mmFully embossed for improved absorbency and strength,,Velvex,4.6 out of 5,They serve purpose | What I ordered | It was already opened on delivery. Both packs I ordered were open on one side.
334,Velvex Premium Blue Pocket Tissues 10 Pack,KSh 200,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/4522/1.jpg?4812,Brand: Velvex3 ply premium productMade from 100% virgin pulpPack count: 10 pocket tissues each with 10 sheetsPocket fit designSkin friendly and luxuriously softLightweight and easy to carryExtra strong super absorbentTear resistant,,Velvex,4.6 out of 5,Arrived on time | Best quality | Saved more when purchasing this
335,Velvex Ultra Toilet Paper White 3 Ply 9 Pack,KSh 800,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/06/062071/1.jpg?0702,"Brand: VelvexThe most premium tissue paper with 3 pliesMade from 100% virgin pulpPack count: 9 rollsApprox. 200 sheets on each rollStrong with an extra soft feelLaminated technologyUltra soft, ultra thick and ultra strong",,Velvex,4.8 out of 5,Price was so good I managed to get a supply that lasted a while. | Amazing. Great value for money | Soft and easy on you
336,Velvex Aluminium Foil 30cm X 5m Single Roll,KSh 130,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/7812/1.jpg?2829,"Brand: VelvexSize: 30cm x 5mEdge to edge cutting technologyIdeal for wrapping, baking, roasting or freezingExtra thick, strong and durableRetains food's original taste and freshnessIdeal for home use",,Velvex,4.5 out of 5,"Like it | It was amazing,just as advertised | Good stuff"
337,Velvex Disinfectant White Toilet Balls 5 Pcs,KSh 165,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/93/7812/1.jpg?0687,Brand: VelvexPack count: 5 white urinal moth ballsDisinfects urinals and eliminates bad odoursCost effectiveWater soluble to prevent blockagesProvides a pleasant and long lasting fragrance,,Velvex,4.4 out of 5,"Nice item | Love the smell | Just the normal disinfectant
I can&#039;t find any scented thing there "
338,Velvex Clear Cling Film 30cm X 15m Single Roll,KSh 100,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/7812/1.jpg?5629,"Brand: VelvexSize: 30cm x 15mMicrowave and freezer safeEdge to edge cutting technologyClings tightly, creating an air tight barrier against moisture and germsRetains food's original freshness and tasteEasy to handle ",,Velvex,4.5 out of 5,It's ok. Does a good job | Love it | Fast delivery
339,Velvex White Hair Nets (15 Inches) - 100 Pack,KSh 638,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/72/86131/1.jpg?4664,"Brand: VelvexPack count: 100 piecesEach hair net is 15 inchesLightweight and breathableElastic band to comfortably fit different head sizesCost effective and easily disposableMulti-purpose use in hotels, restaurants, catering, spas, hospitals, laboratories, factories etcUnisex",,Velvex,4.3 out of 5,The material is very weak and tears as you open it. It is not value for money
340,ACE Liquid Toilet Cleaner Pine Fresh - 1L,KSh 510,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/18/669585/1.jpg?4879,From HacoSaves you moneyQuality ProductsWell packagedAffordable Price,,ACE,5 out of 5,
341,Bacardi Bacardi Carta blanca 750ml,"KSh 2,025",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/55/676768/1.jpg?3043,Brand BacardiOffering unbeatable value for moneyProviding shoppers with varietyShoppers can purchase items for their every needTop Quality ProductsAffordable Price,1 Bottle,Bacardi,5 out of 5,
342,Jameson Jameson Irish Whiskey - 1 Litre,"KSh 3,827",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/283585/1.jpg?6055,Trusted BrandQuality ProductRefreshingly complexInfused with a natural taste,1l,Jameson,4.6 out of 5,"Variable taste | Well packaged in light of the delicate nature of bottled product.
Arrived in good time. | Taste "
343,Pure Mountain Cold Pressed Canola Oil - 5L,"KSh 1,687",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/7884501/1.jpg?1608,"Rich in vitamin E Low in saturated FatsHigh in monounsaturated FatsHigh in antioxidantsIt is an affordable, healthy oil for you to use in your kitchenGrown & produced in Kenya ",,Pure Mountain,4.2 out of 5,Best quality oil and clean  | It arrived on time after order | Good for health 
344,Raha Raha Drinking Chocolate 200g Jars,KSh 200,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/80/805676/1.jpg?7561,Brand RahaOffering unbeatable value for moneyProviding shoppers with varietyShoppers can purchase items for their every needTop Quality ProductsAffordable Price,,Raha,4.7 out of 5,It's good u like  it | How I wish I could be rewarded a voucher so that I can buy another one | I like it
345,Rosy Liquid Hand Wash Soap Mixed Berries 500ml With Pump,KSh 155,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/438784/1.jpg?3595,"Colour: Purple Helps in protection against viruses and germs Exquisite fruity scent Conditions, moisturizes and protects Premium lathering gentle hand wash Maintains skin's pH level Leaves skin touchably soft and smoothComes with a convenient pump for easy dispensing",,Rosy,4.4 out of 5,Has a nice smell and actually gets rid of smell that you want wash off..rathers well..will be coming for more | Smells so Good | Lovely smell
346,Velvex Dishwashing Liquid Orange 5 Litres,KSh 600,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/40/443476/1.jpg?0365,Brand: VelvexHas a highly foaming mixtureUsed for degreasing kitchen appliances fast and easily Prevents glasses from foggingAn effective stain buster5x more grease cleaning power50% less scrubbing,,Velvex,4.7 out of 5,Just alright for its price but can't be compares with the more expensive ones.  | Delivered on time  | Easy to foam 
347,Velvex Premium Kitchen Towel Pink Twin Pack,KSh 385,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/16/7803/1.jpg?5282,Brand: Velvex2 ply premium productMade from 100% virgin pulpPack count: 2 rolls Approx. 80 sheets on each rollLaminated technology Extra soft & highly absorbentFood grade ink for food safety ,,Velvex,4.8 out of 5,My favorite brand of kitchen towels. Quality is truly premium. | The product came looking old..the paper wrapping the towel seemed torn.I.would rather buy in the supermarket next time. | Service delivery was wow!
348,Velvex Aluminium Foil Embossed 30cm X 5m,KSh 130,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/15/841874/1.jpg?5398,"Brand: VelvexSize: 30cm x 60mBeautiful embossed floral patternNew non-stick designEdge to edge cutting technologyIdeal for wrapping, baking, roasting or freezingExtra thick, strong and durableRetains food's original taste and freshness for longerIdeal for domestic use",,Velvex,4.9 out of 5,
349,Harpic Harpic Toilet Cleaner: P/Plus Citrus 500ml+200ml,KSh 664,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/3750961/1.jpg?6432,Disinfectant Toilet Cleaner. Kills 99.9% of germsRemoves 10 x more yellowish and tough stainsStrategically bent bottleneck shape helps pour the liquid into deep corners under the toilet rimThick liquid which clings and cleans from rim to U-bend,,Harpic,5 out of 5,
350,Taco Glass Cleaner - 500ml,KSh 235,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/72/047774/1.jpg?6453,"Brand: TacoType: Glass cleanerThe solution removes oils and grease from the surface, evaporating quickly leaving it clean, streak-free & shinnyCapacity: 500ml",,Taco,4.6 out of 5,i love it | Cleans spotlessly. | Does a great job on your glass panes
351,Sunlight Lavender Hand Washing Powder 3.5kg,"KSh 1,295",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/99/6124221/1.jpg?7643,Sunlight 2 in 1 Hand Washing Powder Lavender Sensations - 3.5kgThe long-lasting fragrance of Sunlight 2in1 Handwashing Powder releases burst after burst of uplifting fragranceSunlight 2in1 Handwashing Powder will put a spring in your step and a smile on your face	Smells like scents of spring!Fabric conditioner and washing powder in one! Sunlight 2in1 HandwashingPowder with freshness of petalsLong-lasting fragrance,,Sunlight,4.8 out of 5,I love it
352,Pure Mountain Greenpeas Whole,KSh 184,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/50/417516/1.jpg?4325,Not Available,,Pure Mountain,4.3 out of 5,
353,Quencher Quencher Tangerine - 2ltrs,KSh 299,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/63/805676/1.jpg?8645,BrandGofrutOffering unbeatable value for moneyProviding shoppers with varietyShoppers can purchase items for their every needTop Quality ProductsAffordable Price,2L,Quencher,4.2 out of 5,
354,Pure Mountain Lupins,KSh 140,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/417516/1.jpg?9490,Not Available,,Pure Mountain,3.7 out of 5,"Sprouts so beautifully...... | I soaked them for like two days, cooked for another two days but still as hard as cement ????"
355,Sunlight Sunlight Scourer Lemon 500g,KSh 90,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/62/6334221/1.jpg?7620,Not Available,,Sunlight,0 out of 5,
356,Velvex Toilet Cleaner Ocean Breeze - 500ML,KSh 250,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/614803/1.jpg?1150,Brand:Velvex.Pack Contains I bottle of Velvex Toilet Cleaner Ocean Breeze - 500ml.Velvex Toilet Cleaner Ocean Breeze Kills 99.99% of germs.Provides 48 hours protection.Removes tough stains & whitens.Leaves Long lasting fresh fragrance.,,Velvex,5 out of 5,
357,Sunlight Lavender Sensations Hand Washing  1kg,KSh 332,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/59/6124221/1.jpg?9145,The long-lasting fragrance of Sunlight 2 in 1 Hand washing Powder releases burst after burst of uplifting fragranceSunlight 2 in 1 Hand washing Powder will put a spring in your step and a smile on your face	Smells like scents of spring!Fabric conditioner and washing powder in one! Sunlight 2 in 1 Hand washingPowder with freshness of petalsLong-lasting fragrance.,,Sunlight,4.3 out of 5,"Nice best price sh.232 | The seal was torn and fixed with celtape though the detergent had already speeled 
 | it is awesome"
358,Velvex White Cotton Wool 400 Grams 1 Roll,KSh 380,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/7812/1.jpg?5282,"Brand: VelvexCertified for medical usePack Count: 1 RollOnly brand in East Africa with quality certification from numerous international organizationsSuper absorbentPerfect for all skin typesFor hospitals, dispensaries, clinics, first aid kits, beauty salons, spas, homes, cosmetic use and much more",,Velvex,4.8 out of 5,Very good | Good product. | Last long.
359,Pearl Pearl Pishori Rice - 2kg,KSh 599,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/59/110144/1.jpg?6771,Trusted BrandQuality AssuredBest local pricesPackaging design may slightly vary to what's delivered. Contents remains the same,,Pearl,4.6 out of 5,Love it | Picked the items just outside my place just as promised | Exactly as it looks
360,Garnier Pure Active 3 In1 Charcoal  Anti  Blackhead Mask Wash Scrub -  150ml,"KSh 1,150",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/255851/1.jpg?9161,Intensely Purifies Skin And Removes  Dirt And impuritiesContains natural exfoliating particles to unclog pores and visibly reduce the  appearance of blackheadsReduces the look of shine while leaving skin feeling comfortable and smoothHypoallergenic and pH-neutral formula for optimal tolerance,,Garnier,4.4 out of 5,Part of the lid was missing and was sealed with tape | It leaves face feeling fresh | It's working
361,Garnier Even & Matte Dark Spot Corrector,KSh 900,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/050033/1.jpg?2726,Vitamin C enhancedLemon enhancedResults in one week!Spotless and uniform skinBrighter skin,,Garnier,4 out of 5,"Not for dry skin | Reduces dark sport marks  | Works well on my skin, thanks to the jumia agent who helped me get it delivered on time, you can reach out to him via 0100 736481"
362,"NIVEA Pearl & Beauty Black Pearl Fine Fragrance Anti-Perspirant Roll-On, 48h - 50ml (Pack Of 2)",KSh 780,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/009419/1.jpg?1103,"Anti-Perspirant Deodorant – Women's anti-perspirant roll-on instantly protects you from sweat and body odour and gives your underarms a soft dryness. Black Pearl Extracts - The women's antiperspirant roll on stick deodorant contains precious black  pearl extracts and has been enriched with perfume oils for a long lasting premium fragrance.Smooth & Beautiful – Offers effective protection and a gentle fragrance with precious black pearl extracts leaving your underarms feeling soft, smooth and beautiful. Method of Application – Simply roll alcohol-free deodorant on underarms. Do not apply to broken or irritated skin. Allow it to dry completely",,NIVEA,4.5 out of 5,"10/10 for sure | Good brand

 | Worth the price "
363,Nunix Hair Red Blow Dryer With Beauty Accessories HD-01,KSh 899,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/46/8987581/1.jpg?0021,"2 Air Speed Setting (Low/High) Press the cold air button and keep your favorite look all day.Professional cord with Cable tie and Hang loop.Suitable for all hair types: long, short, curly, straight, thin and thick.Ideal for use by both men and women",,Nunix,4 out of 5,Ok
364,Garnier AHA+BHA Charcoal Serum + Pure Active 3-in-1 Charcoal Mask (Anti Acne Skin Care Kit),"KSh 2,199",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/7782221/1.jpg?0394,Intensely Purifies Skin and Removes Dirt And impuritiesContains natural exfoliating particles to unclog pores and visibly reduce the appearance of blackheadsReduces the look of shine while leaving skin feeling comfortable and smooth,,Garnier,4.3 out of 5,Love love | Keeps my face matte and clear of dark spots and outbreaks | Visible results from day 1.I love it!
365,Garnier Bye Acne & Dark Spots Skin Care Kit.,"KSh 3,600",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/50/893347/1.jpg?2163,#ByeAcneandDarkspotsPure active 3 in 1 chrcVitamin c Booster serumVitamin C Protection Cream SPF30 50ml,,Garnier,4.3 out of 5,"It's amazing | It does the job, and works for me | Makes Skin flawless "
366,NIVEA Q10 Power Anti-Wrinkle Day Cream 50ml & Night Cream 50ml,"KSh 2,574",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/63/082586/1.jpg?3611,"Anti-Wrinkle - Our face moisturiser reduces the appearance of wrinkles, leaving your skin firm. A powerful anti wrinkle cream for women. Q10 + Creatine - The anti wrinkle serum contains 10x more creatine than Q10+ making Q10 Cream an extremely potent anti ageing cream for your skin. Method of Application - Apply the anti wrinkle cream daily to a cleansed face. For best results use anti ageing serum together with NIVEA Q10 Power Day Cream.24h Hydration – Nourishes the skin for 24h",,NIVEA,4.6 out of 5,"Can see the difference after one month of usage | Really good | Works for me, has reduced the fine wrinkles"
367,Garnier Even & Matte Normal To Oily Skin Face Moisturizer – 40ml,KSh 899,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/76845/1.jpg?2497,Enriched with pure lemon essenceVisibly evens out your skin toneReduces oil and shineResults to a beautifully matte complexionFor Normal to Oily Skin,40 ML,Garnier,3.8 out of 5,"Works perfectly well for my skin. I like ????  | Leaves a white cast  | I did not like it, it leaves you looking white "
368,NIVEA Soft Moisturizing Cream 75ml (Pack Of 2),KSh 728,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/972586/1.jpg?3648,"Highly effective, intensive moisturizing creamQuickly absorbs and refreshes the skinLeaves your skin soft and suppleFor everyday useSkin compatibility dermatologically approved",,NIVEA,4.5 out of 5,The best  | Simply the best  | A soothing moisturizer!
369,NIVEA Rich Nourishing Body Lotion For Women - 400ml (Pack Of 2),KSh 960,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/082586/1.jpg?3695,"48h deep moisture, you can feel & seeFormula infused with NIVEA DEEP MOISTURE SERUM, natural almond oil and Vitamin EIntensively nourishes for 48h to noticeably reduce the roughness of your very dry skin - after just 1 applicationVolume: 400mlNon-greasy textureSkin Nourishing",,NIVEA,4.6 out of 5,"It's smooth and nourishing...so far I love it..
Thanks ???? 
 | Keep your skin moisturised and glowy | Nice "
370,Garnier Bright Complete Bundle Pack,"KSh 3,265",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/51/9283581/1.jpg?0396,Reduce dark marks two times faster.Double the vitamin C Power.Day and Night Serum Kit.,,Garnier,4.5 out of 5,Deff 1000/10 | Okay product | I started about a week ago and I can see significant positive changes. Keep it up 
371,L'Oreal GLYCOLIC BRIGHT FACE CLEANSER FOAM 100ML,KSh 765,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/59/3194351/1.jpg?3662,"REMOVES IMPURITIES: The L'Oréal Paris glycolic bright face wash helps to eliminate dirt, dust, makeup, sebum, and impurities from the skin on the goFORMULATED WITH GLYCOLIC ACID: It is formulated with the power of glycolic acid and penetrates deep into the skin and is used in dermatological peeling treatmentsEXFOLIATES THE SKIN: This glycolic acid foaming face wash exfoliates the skin and keeps dullness at bayVISIBLE RESULTS: It removes melanin, accelerates cell renewal, and helps to achieve visible results with regular useDERMATOLOGICALLY TESTED: The L'Oréal daily cleanser is dermatologically tested and suitable for all skin types, including the ones with sensitive skin",,L'Oreal,4.4 out of 5,love it .the foam is foaminnnngg ....love the smell and how it leaves my skin smooth and clean | I have acne and sensitive skin and never trusted a product like this. Very little goes a long way and truly does the job as prescribed. | Lathers well 
372,Garnier Even & Matte Vitamin  C Micellar Cleansing Water - 400ml,KSh 580,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/77/124093/1.jpg?5805,"No rinse Cleanser that gently cleanses skin, removes makeup, and brightens dull skin in just one step, without harsh rubbing or rinsingHas Vitamin C to brighten skin.Suitable for all skin types.Micellar Cleansing Water with Vitamin C A multi tasking must have; Use as a facial cleanser in the morning and as a makeup remover at nightMicellar Technology: Micelles work like a magnet to gently cleanse and remove makeup; No harsh rubbing; No greasy residue",,Garnier,4.5 out of 5,"Well sealed love it  | Its just the way I saw it being advertised..... No modifications | Dint know they had one with vitamin c, nonetheless it is a good one "
373,Garnier Charcoal Serum + Even & Matte UV Protection SPF 30 (Skin Care Kit),"KSh 2,500",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/66/4749841/1.jpg?0792,Not Available,,Garnier,4.4 out of 5,"good delivery, good packaging and ive used it for a week now and the glow is amazing | it worked great on my skin darkspots has reduced thanks to garnier and jumia family  | Works like magic. My face gets so even and glossy after using it consecutive 3-4days. I don't use them everyday tho so that incase I become dependant on them"
374,Maybelline Lasting Fix Setting Spray,"KSh 1,999",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/32/237691/1.jpg?2165,maximum matte effectlong-lasting controls shinelasts all through the day.,,Maybelline,4.5 out of 5,Good | It does what it's supposed to...helps the makeup set onto the skin and may leave you with a glowy face for a while | Holds my makeup well.. 
375,L'Oreal GLYCOLIC BRIGHT INSTANT GLOWING SERUM 30ML,"KSh 2,100",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/3194351/1.jpg?3661,FORMULATED WITH GLYCOLIC ACID & NIACINAMIDEADDS INSTANT GLOW TO THE SKINREMOVES FIVE YEARS OF DARK SPOTS IN A FEW WEEKSTACKLES HYPERPIGMENTATION & DULLNESSSUITABLE FOR ALL SKIN TYPES,,L'Oreal,4.6 out of 5,Instant results | Evens my face. | Amazing to my face
376,Garnier Brightening Night Serum With 10% Pure Vitamin C,"KSh 2,495",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/8483171/1.jpg?0144,"10% pure Vitamin C.Reduce dark marks, skin dullness 2 times faster.Limit Dark Marks appearance.Stabilized highest concentration of Pure Vitamin C",,Garnier,4.8 out of 5,Very light texture when applying on the face | Skin friendly  | doing my face real justice no forehead wrinkles which were my worst my face blackspot clearing really nicely am excited. very good product
377,Deliya Hair Blow dry hair dryer 2200W Hair Dryer+6 Gifts,"KSh 1,460",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/11/851222/1.jpg?7167,"Material : ABSPower: 2200WVoltage : 220VTemperature : 3 (natural air, warm air, hot air)Wind speed : 2 (soft wind, strong wind)Packing: Hair Dryer x 1 + 6 Gifts",,Deliya,3.7 out of 5,Works well! | As shown in picture  | The code is very short. and the combs are very weak.
378,Garnier Even & Matte Cleansing Foam 100ml,KSh 600,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/5383881/1.jpg?5277,100mlEnriched with pure lemon essenceCleanses and clarifys skinVisibly restores skin's radiance and evens out skin tone,,Garnier,4.9 out of 5,"It’s good
 | I LOVE THE EFFECIENCY | it improves my skin"
379,Garnier Vitamin C Booster Serum 30ml Twin Pack,"KSh 2,700",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/05/0712221/1.jpg?7500,"Proven efficacy on dark marks in 6 daysConcentrated formula with Vitamin C, Niacinamide & Salicylic AcidLight-weight & non-greasyInstant glow & even skin toneSuitable for all skin typesDermatologically testedGarnier Vitamin C Booster Serum 30ml Twin Pack",,Garnier,4.6 out of 5,"Love ❤️  | Original product. | Fast delivery, great product "
380,"NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum, 30ml & Day Cream, 40ml","KSh 3,647",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/20/082586/1.jpg?3450,Even & luminous skinPatented LUMINOUS630®Acts on existing pigmentation to visibly reduce dark marks and spotsWorks in conjunction with skin's natural melanin production to reduce the appearance of new dark marks and spotsEffective on all skin tonesDermatologically approved & suitable for all skin types including sensitive skin.,,NIVEA,4.4 out of 5,"Best  for my skin
 | Quality | Content is very little compared to price. 

Takes long to notice results and hence it becomes an expensive product to use."
381,Garnier Even & Matte Oily Skin Face Moisturizer,KSh 899,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/65/0929/1.jpg?5777,Enriched with pure lemon essenceVisibly evens out your skin toneReduces oil and shineResults to a beautifully matte complexionFor Oily Skin,40 ML,Garnier,4 out of 5,"I like this one but the one for the spot correction came with an empty tube. I was really disappointed. | The moisturiser tube is half empty ,it's like 50% air and 50% cream,then leaves a white cast after applying. | Amazing "
382,Garnier Protection 6 In 1 Cotton Fresh Womens Roll-on - 50ml,KSh 299,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/11/562572/1.jpg?0383,"Protection 6 In 1 Cotton Fresh Womens Roll-on - 50mlOffers up to 48 hours protection from the effects of sweatIt fights odours, humidity, discomfortProtects against white marks and yellow stainsCotton fresh 6 in 1",50 ML,Garnier,4.4 out of 5,"This is my first deodorant on my skin, since I wasn't used to, I  was a bit uncomfortable then i adjusted to it and I am loving the results, I apply daily when going out and sometimes when indoors , wouldn't mind another purchase , this is for quality lovers at affordable prices  | Best for sensitive armpits  | Very  nice smell and long lasting . Thanks jumia delivery was on time"
383,Mara Castor Oil - 125ml,KSh 500,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/251092/1.jpg?7416,100% pure and naturalCold pressed castor oilFor hair and skin careRegrows bald spots,125ml,Mara,4.5 out of 5,"Fantastic, worked  on her blemishes  within  a week. I recommend  | I was very happy with this oil. It is a legitimate product. | Pack it in a glass bottle "
384,NIVEA Pearl & Beauty Anti-Perspirant Spray 48h - 150ml (Pack Of 2),"KSh 1,080",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/92/082586/1.jpg?3701,48h anti-perspirant protection and gentle NIVEA careSmooth & beautiful underarms – contains pearl extractSkin tolerance dermatologically provenWithout alcoholHighly effective in protecting against sweat and body odour,,NIVEA,4.6 out of 5,Gets the job done | Nice smell | Smells ok
385,Dark And Lovely Waterless Cleanser - 250ml,KSh 595,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/572685/1.jpg?1212,"Cleans Scalp without waterRemoves FlakesEliminates bad odorsFor Braids, weaves, wigs & Locs",,Dark And Lovely,4.5 out of 5,Cleanses buildup but dries the hair  | Great quality ???? | Didn't see any change with my hair dandruff. But smells nice though 
